Order ID	Order Date	Order Priority	Order Quantity	Sales	Unit Price	Ship Mode	Shipping Cost	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date
21346	06/07/2011	High	46	400.49	8.71	Regular Air	9.86	Yukon	Consumer	Office Supplies	Paper	Small Box	06/07/2011
18144	06/07/2011	Critical	41	17,798,915	434119.88	Regular Air	5	Northwest Territories	Corporate	Technology	Telephones and Communication	Small Pack	06/09/2011
46885	06/07/2011	Low	32	1997.13	62.41	Regular Air	14.48	Manitoba	Corporate	Furniture	Office Furnishings	Small Box	06/12/2011
46885	06/07/2011	Low	27	632.55	23.43	Regular Air	8.99	Manitoba	Corporate	Furniture	Office Furnishings	Small Pack	06/11/2011
18144	06/07/2011	Critical	8	234.28	29.29	Regular Air	13.99	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Medium Box	06/09/2011
21159	06/07/2011	Low	5	20.28	4.06	Express Air	2.03	Yukon	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	06/11/2011
52512	07/07/2011	High	32	197.49	6.17	Express Air	5.01	Ontario	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	07/09/2011
27936	07/07/2011	High	23	1028.16	44.70	Regular Air	1.25	Manitoba	Consumer	Technology	Telephones and Communication	Small Pack	07/09/2011
27558	07/07/2011	Not Specified	21	423.24	20.15	Regular Air	2.99	Yukon	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	07/08/2011
52512	07/07/2011	High	4	49.86	12.47	Regular Air	4.98	Ontario	Consumer	Office Supplies	Appliances	Small Box	07/09/2011
27936	07/07/2011	High	3	9172.32	3057.44	Delivery Truck	8.73	Yukon	Consumer	Technology	Office Machines	Jumbo Box	07/09/2011
28324	08/07/2011	High	48	385.99	8.04	Regular Air	3.5	Ontario	Small Business	Office Supplies	Appliances	Small Box	08/09/2011
21378	08/07/2011	Medium	34	937.04	27.56	Regular Air	1.49	Prince Edward Island	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	08/08/2011
6374	08/07/2011	Critical	29	857.42	29.57	Express Air	3.6	British Columbia	Corporate	Technology	Computer Peripherals	Small Pack	08/08/2011
7110	08/07/2011	Low	22	6396.2	290.74	Regular Air	24.49	Nunavut	Corporate	Furniture	Chairs & Chairmats	Large Box	08/11/2011
21378	08/07/2011	Medium	17	1616.64	95.10	Regular Air	19.99	Prince Edward Island	Corporate	Technology	Computer Peripherals	Small Box	08/10/2011
6374	08/07/2011	Critical	1	2.24	2.24	Regular Air	0.7	British Columbia	Corporate	Office Supplies	Rubber Bands	Wrap Bag	08/09/2011
50566	09/07/2011	Not Specified	48	389.28	8.11	Regular Air	3.5	Ontario	Corporate	Office Supplies	Appliances	Small Box	09/09/2011
39079	09/07/2011	High	46	75.6	1.64	Regular Air	5.28	Quebec	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	09/07/2011
19621	09/07/2011	Critical	20	67.03	3.35	Regular Air	1.92	Manitoba	Corporate	Office Supplies	Scissors, Rulers and Trimmers	Wrap Bag	09/08/2011
2626	09/07/2011	Not Specified	16	48.37	3.02	Regular Air	0.5	Ontario	Small Business	Office Supplies	Labels	Small Box	09/09/2011
47333	09/07/2011	Critical	16	7,602,485	475155.31	Regular Air	3.3	Manitoba	Home Office	Technology	Telephones and Communication	Small Pack	09/07/2011
19621	09/07/2011	Critical	15	140.82	9.39	Express Air	6.5	Manitoba	Corporate	Office Supplies	Storage & Organization	Medium Box	09/08/2011
22181	10/07/2011	Low	41	258.13	6.30	Regular Air	1.82	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	10/16/2011
59108	10/07/2011	Low	39	4215.83	108.10	Regular Air	8.99	Ontario	Corporate	Technology	Telephones and Communication	Small Box	10/16/2011
35077	10/07/2011	High	29	81.1	2.80	Regular Air	0.96	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	10/08/2011
59108	10/07/2011	Low	21	68.53	3.26	Regular Air	3.97	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/12/2011
835	10/07/2011	Not Specified	18	125.16	6.95	Regular Air	5.14	Ontario	Small Business	Office Supplies	Paper	Small Box	10/08/2011
51525	11/07/2011	Critical	46	1463.27	31.81	Regular Air	8.22	Nova Scotia	Home Office	Office Supplies	Storage & Organization	Small Box	11/09/2011
3008	11/07/2011	Medium	41	6831.72	166.63	Regular Air	19.99	Yukon	Consumer	Office Supplies	Envelopes	Small Box	11/08/2011
36387	11/07/2011	High	32	616.39	19.26	Regular Air	1.99	Alberta	Corporate	Technology	Computer Peripherals	Small Pack	11/10/2011
43459	11/07/2011	Critical	26	13905.88	534.84	Regular Air	24.49	Yukon	Consumer	Technology	Office Machines	Large Box	11/08/2011
51525	11/07/2011	Critical	18	360.24	20.01	Express Air	4	Nova Scotia	Home Office	Technology	Computer Peripherals	Small Box	11/09/2011
24931	11/07/2011	Low	9	149.64	16.63	Regular Air	5.08	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	11/11/2011
40480	12/07/2011	Critical	50	1270.03	25.40	Regular Air	6.93	Prince Edward Island	Home Office	Furniture	Office Furnishings	Small Box	12/09/2011
38146	12/07/2011	Low	45	341.39	7.59	Regular Air	6.16	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	12/11/2011
38146	12/07/2011	Low	41	782.05	19.07	Regular Air	14.87	Ontario	Small Business	Furniture	Office Furnishings	Large Box	12/07/2011
43875	12/07/2011	Critical	40	727.64	18.19	Regular Air	8.51	Ontario	Corporate	Technology	Office Machines	Medium Box	12/09/2011
30279	12/07/2011	Critical	39	19539.94	501.02	Delivery Truck	16.63	Quebec	Corporate	Technology	Office Machines	Jumbo Box	12/08/2011
28581	12/07/2011	Medium	36	176.35	4.90	Regular Air	0.8	Quebec	Home Office	Office Supplies	Paper	Wrap Bag	12/09/2011
43875	12/07/2011	Critical	25	25,645,775	1025831.00	Regular Air	7.69	Ontario	Corporate	Technology	Telephones and Communication	Small Box	12/09/2011
30279	12/07/2011	Critical	25	1412.98	56.52	Regular Air	4.5	Quebec	Corporate	Office Supplies	Appliances	Small Box	12/07/2011
43875	12/07/2011	Critical	24	382.19	15.92	Express Air	6.75	Ontario	Corporate	Office Supplies	Appliances	Medium Box	12/10/2011
40480	12/07/2011	Critical	19	7608.88	400.47	Express Air	19.99	Prince Edward Island	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	12/07/2011
43875	12/07/2011	Critical	17	2573.92	151.41	Delivery Truck	143.71	Ontario	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	12/09/2011
43875	12/07/2011	Critical	16	2,795,004	174687.75	Regular Air	8.99	Ontario	Corporate	Technology	Telephones and Communication	Small Box	12/08/2011
28581	12/07/2011	Medium	1	36.4	36.40	Regular Air	12.98	Quebec	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	12/09/2011
58340	01/08/2011	Medium	36	1936.3	53.79	Regular Air	13.66	Prince Edward Island	Corporate	Office Supplies	Appliances	Small Box	01/09/2011
7840	01/08/2011	Low	34	157.56	4.63	Regular Air	4.93	Yukon	Consumer	Technology	Computer Peripherals	Small Pack	01/12/2011
52672	01/08/2011	Low	29	14,995,275	517078.45	Regular Air	5.26	Saskachewan	Home Office	Technology	Telephones and Communication	Small Box	1/13/2011
46402	01/08/2011	Medium	29	1,777,469	61292.03	Regular Air	13.99	Ontario	Consumer	Technology	Telephones and Communication	Medium Box	01/09/2011
46402	01/08/2011	Medium	27	826.27	30.60	Regular Air	8.55	Ontario	Consumer	Furniture	Office Furnishings	Small Box	01/10/2011
46402	01/08/2011	Medium	12	12,191,465	1015955.42	Express Air	2.5	Ontario	Consumer	Technology	Telephones and Communication	Small Box	01/09/2011
57922	02/08/2011	Critical	50	343.26	6.87	Regular Air	8.37	Manitoba	Corporate	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	02/08/2011
15300	02/08/2011	High	42	229.88	5.47	Express Air	5.06	Alberta	Home Office	Office Supplies	Paper	Small Box	02/10/2011
22532	02/08/2011	Critical	13	121.66	9.36	Regular Air	5.6	Northwest Territories	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	02/08/2011
59686	03/08/2011	Low	41	243.37	5.94	Regular Air	5.59	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	3/13/2011
29095	03/08/2011	Not Specified	40	291.67	7.29	Regular Air	2.99	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	03/09/2011
49797	03/08/2011	Not Specified	27	341.1	12.63	Regular Air	4.98	Ontario	Small Business	Office Supplies	Appliances	Small Box	03/09/2011
49797	03/08/2011	Not Specified	26	171.68	6.60	Express Air	8.19	Ontario	Small Business	Office Supplies	Paper	Small Box	03/09/2011
57029	03/08/2011	Critical	17	74.25	4.37	Regular Air	5.26	Quebec	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	03/09/2011
59809	03/08/2011	Not Specified	16	506.84	31.68	Regular Air	6.5	Saskachewan	Home Office	Technology	Computer Peripherals	Small Box	03/09/2011
59809	03/08/2011	Not Specified	12	138.67	11.56	Regular Air	5.63	Saskachewan	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	03/10/2011
57029	03/08/2011	Critical	4	23.23	5.81	Regular Air	6.72	Quebec	Consumer	Office Supplies	Paper	Small Box	03/09/2011
52929	04/08/2011	High	43	701.46	16.31	Express Air	9.4	Northwest Territories	Small Business	Technology	Office Machines	Small Box	04/09/2011
56550	04/08/2011	Not Specified	37	823.78	22.26	Express Air	5.08	Alberta	Home Office	Furniture	Office Furnishings	Small Pack	04/10/2011
56550	04/08/2011	Not Specified	33	647.77	19.63	Regular Air	5.77	Ontario	Home Office	Office Supplies	Paper	Small Box	04/11/2011
50083	04/08/2011	Not Specified	33	13671.94	414.30	Delivery Truck	48.26	Ontario	Small Business	Technology	Office Machines	Jumbo Box	04/10/2011
7680	04/08/2011	Not Specified	32	1141.37	35.67	Regular Air	19.99	Alberta	Small Business	Office Supplies	Paper	Small Box	04/08/2011
16291	04/08/2011	Not Specified	31	894.64	28.86	Regular Air	19.46	Ontario	Consumer	Furniture	Office Furnishings	Small Box	04/09/2011
52929	04/08/2011	High	20	77.99	3.90	Regular Air	0.99	Northwest Territories	Small Business	Office Supplies	Rubber Bands	Wrap Bag	04/09/2011
23940	04/08/2011	Medium	20	138.52	6.93	Regular Air	49	British Columbia	Home Office	Office Supplies	Appliances	Large Box	04/09/2011
52929	04/08/2011	High	19	53.94	2.84	Regular Air	1.25	Northwest Territories	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	04/09/2011
23940	04/08/2011	Medium	11	1735.59	157.78	Delivery Truck	60.2	British Columbia	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	04/11/2011
56550	04/08/2011	Not Specified	8	4,698,375	587296.88	Regular Air	8.99	Alberta	Home Office	Technology	Telephones and Communication	Small Box	04/09/2011
52929	04/08/2011	High	7	46.94	6.71	Regular Air	1.22	Northwest Territories	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	04/09/2011
35841	05/08/2011	Medium	48	51,630,105	1075627.19	Regular Air	8.08	Quebec	Small Business	Technology	Telephones and Communication	Small Box	05/09/2011
16128	05/08/2011	High	46	2968.66	64.54	Regular Air	14.48	Saskachewan	Corporate	Furniture	Office Furnishings	Small Box	05/08/2011
14242	05/08/2011	High	35	1078.58	30.82	Regular Air	4	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	05/10/2011
55616	05/08/2011	High	29	184.74	6.37	Regular Air	4.38	Nova Scotia	Consumer	Technology	Computer Peripherals	Small Pack	05/09/2011
55616	05/08/2011	High	24	437,478	18228.25	Regular Air	1.25	Quebec	Consumer	Technology	Telephones and Communication	Small Pack	05/09/2011
35841	05/08/2011	Medium	23	230.41	10.02	Regular Air	1.39	Quebec	Small Business	Office Supplies	Envelopes	Small Box	05/09/2011
28035	05/08/2011	Not Specified	19	376.21	19.80	Regular Air	5.23	Northwest Territories	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	05/10/2011
5221	06/08/2011	Not Specified	48	1347.63	28.08	Regular Air	1.99	Saskachewan	Corporate	Technology	Computer Peripherals	Small Pack	06/10/2011
58470	06/08/2011	High	45	854.14	18.98	Regular Air	9.03	British Columbia	Small Business	Office Supplies	Paper	Small Box	06/10/2011
58470	06/08/2011	High	36	236.19	6.56	Regular Air	5.94	British Columbia	Small Business	Office Supplies	Paper	Small Box	06/09/2011
58470	06/08/2011	High	24	1811.55	75.48	Regular Air	0.99	British Columbia	Small Business	Office Supplies	Appliances	Small Box	06/09/2011
58470	06/08/2011	High	13	49.08	3.78	Regular Air	1.93	British Columbia	Small Business	Office Supplies	Paper	Wrap Bag	06/08/2011
58470	06/08/2011	High	5	159.5	31.90	Regular Air	6.72	British Columbia	Small Business	Office Supplies	Storage & Organization	Small Box	06/09/2011
42855	07/08/2011	Not Specified	17	135.38	7.96	Regular Air	6.5	Alberta	Corporate	Office Supplies	Storage & Organization	Medium Box	07/10/2011
5284	07/08/2011	Not Specified	7	59.38	8.48	Regular Air	2.99	Nunavut	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	07/10/2011
19811	08/08/2011	Low	49	450.66	9.20	Express Air	6.14	Quebec	Corporate	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	8/13/2011
53956	08/08/2011	High	43	1779.87	41.39	Regular Air	17.48	Manitoba	Consumer	Office Supplies	Paper	Small Box	08/09/2011
9700	08/08/2011	Critical	35	106.06	3.03	Regular Air	1.92	Manitoba	Consumer	Office Supplies	Scissors, Rulers and Trimmers	Wrap Bag	08/09/2011
23427	08/08/2011	Low	30	442.76	14.76	Regular Air	8.4	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/15/2011
23427	08/08/2011	Low	22	2684.98	122.04	Regular Air	9.07	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/17/2011
26370	08/08/2011	Not Specified	20	660.27	33.01	Express Air	5.49	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Small Box	08/10/2011
26370	08/08/2011	Not Specified	12	270.23	22.52	Regular Air	5.47	Northwest Territories	Home Office	Office Supplies	Paper	Small Box	08/10/2011
6054	09/08/2011	Low	43	643.31	14.96	Express Air	10.68	Yukon	Corporate	Office Supplies	Storage & Organization	Small Box	9/13/2011
706	09/08/2011	Critical	42	75.14	1.79	Regular Air	0.7	Nova Scotia	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	09/10/2011
58593	09/08/2011	Critical	29	2018.45	69.60	Regular Air	37.58	Nova Scotia	Corporate	Furniture	Office Furnishings	Wrap Bag	09/09/2011
2823	09/08/2011	High	21	4754.08	226.38	Delivery Truck	28.66	Manitoba	Home Office	Office Supplies	Storage & Organization	Jumbo Drum	09/09/2011
2823	09/08/2011	High	17	357.43	21.03	Regular Air	6.5	Manitoba	Home Office	Technology	Computer Peripherals	Small Box	09/09/2011
27266	09/08/2011	Critical	9	1031.06	114.56	Regular Air	1.99	Nova Scotia	Corporate	Technology	Computer Peripherals	Small Pack	09/11/2011
6054	09/08/2011	Low	6	27.32	4.55	Express Air	5.33	Yukon	Corporate	Furniture	Office Furnishings	Small Box	09/10/2011
53443	10/08/2011	Critical	35	1477.63	42.22	Regular Air	4.62	Alberta	Consumer	Office Supplies	Appliances	Small Box	10/09/2011
53443	10/08/2011	Critical	22	148.8	6.76	Regular Air	1.22	Alberta	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	10/09/2011
27174	10/08/2011	Critical	17	4,775,045	280885.00	Regular Air	5	British Columbia	Corporate	Technology	Telephones and Communication	Small Box	10/10/2011
53443	10/08/2011	Critical	3	19.46	6.49	Regular Air	0.5	Alberta	Consumer	Office Supplies	Labels	Small Box	10/10/2011
52930	11/08/2011	Low	40	18,655,885	466397.13	Regular Air	1.25	Ontario	Corporate	Technology	Telephones and Communication	Small Pack	11/08/2011
52930	11/08/2011	Low	39	225.17	5.77	Regular Air	8.09	Ontario	Corporate	Office Supplies	Paper	Small Box	11/13/2011
12448	11/08/2011	Critical	33	240.27	7.28	Regular Air	11.51	Quebec	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	11/11/2011
12448	11/08/2011	Critical	24	6802.37	283.43	Delivery Truck	69.55	Quebec	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	11/09/2011
52930	11/08/2011	Low	24	1,112,157	46339.88	Regular Air	3.3	Ontario	Corporate	Technology	Telephones and Communication	Small Pack	11/08/2011
52930	11/08/2011	Low	16	136.98	8.56	Regular Air	1.39	Ontario	Corporate	Office Supplies	Envelopes	Small Box	11/12/2011
55042	12/08/2011	High	38	19,784,345	520640.66	Regular Air	2.5	Manitoba	Home Office	Technology	Telephones and Communication	Small Box	12/09/2011
55042	12/08/2011	High	28	1717.88	61.35	Express Air	4.5	Manitoba	Home Office	Office Supplies	Appliances	Small Box	12/10/2011
9829	12/08/2011	Critical	23	750.39	32.63	Regular Air	11.63	Saskachewan	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	12/09/2011
20098	12/08/2011	Medium	11	183.32	16.67	Regular Air	9.4	Nova Scotia	Consumer	Technology	Office Machines	Small Box	12/10/2011
20098	12/08/2011	Medium	8	194.11	24.26	Regular Air	8.99	Nova Scotia	Consumer	Furniture	Office Furnishings	Small Pack	12/08/2011
9829	12/08/2011	Critical	4	18.46	4.62	Regular Air	0.5	Saskachewan	Consumer	Office Supplies	Labels	Small Box	12/10/2011
40225	01/09/2011	Low	50	839.07	16.78	Regular Air	5.08	Saskachewan	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	1/16/2011
43814	01/09/2011	Medium	47	199.48	4.24	Regular Air	2.26	British Columbia	Corporate	Office Supplies	Paper	Wrap Bag	01/10/2011
40225	01/09/2011	Low	45	5643.49	125.41	Delivery Truck	70.2	Saskachewan	Small Business	Furniture	Chairs & Chairmats	Jumbo Drum	01/11/2011
43814	01/09/2011	Medium	40	197.1	4.93	Regular Air	2.99	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	01/10/2011
14693	01/09/2011	Critical	39	268.94	6.90	Regular Air	6.41	Ontario	Corporate	Office Supplies	Paper	Small Box	01/11/2011
14693	01/09/2011	Critical	38	847.82	22.31	Delivery Truck	45	Ontario	Corporate	Office Supplies	Storage & Organization	Jumbo Drum	01/11/2011
23556	01/09/2011	Medium	34	11747.97	345.53	Express Air	19.99	New Brunswick	Consumer	Office Supplies	Appliances	Small Box	01/10/2011
1445	01/09/2011	Medium	30	339.49	11.32	Regular Air	5.81	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Small Pack	01/11/2011
19654	01/09/2011	High	8	381.69	47.71	Regular Air	6.77	Saskachewan	Home Office	Furniture	Office Furnishings	Small Box	01/09/2011
1445	01/09/2011	Medium	3	1326.09	442.03	Regular Air	19.99	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	01/12/2011
15428	02/09/2011	Critical	50	1444.96	28.90	Express Air	4	Alberta	Small Business	Technology	Computer Peripherals	Small Box	02/10/2011
15428	02/09/2011	Critical	10	9,416,215	941621.50	Regular Air	8.99	Alberta	Small Business	Technology	Telephones and Communication	Small Box	02/12/2011
1539	03/09/2011	Low	38	184.99	4.87	Regular Air	4.93	Nunavut	Corporate	Technology	Computer Peripherals	Small Pack	3/14/2011
1539	03/09/2011	Low	33	511.83	15.51	Regular Air	13.18	Nunavut	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	03/11/2011
51652	04/09/2011	Not Specified	38	4992.63	131.39	Express Air	19.99	Manitoba	Home Office	Office Supplies	Storage & Organization	Small Box	04/10/2011
19424	04/09/2011	Not Specified	37	1,129,055	30515.00	Regular Air	1.1	Alberta	Small Business	Technology	Telephones and Communication	Small Box	04/10/2011
51652	04/09/2011	Not Specified	37	195.51	5.28	Express Air	0.49	Manitoba	Home Office	Office Supplies	Labels	Small Box	04/11/2011
53825	04/09/2011	Low	36	1646.05	45.72	Regular Air	7.23	British Columbia	Consumer	Office Supplies	Paper	Small Box	04/11/2011
11648	04/09/2011	Low	33	570.51	17.29	Regular Air	7.04	Alberta	Corporate	Office Supplies	Storage & Organization	Small Box	04/09/2011
19424	04/09/2011	Not Specified	29	60.68	2.09	Regular Air	4.77	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	04/09/2011
23104	04/09/2011	Medium	24	142.8	5.95	Regular Air	3.37	Saskachewan	Small Business	Office Supplies	Rubber Bands	Wrap Bag	04/12/2011
30820	04/09/2011	Critical	21	48.01	2.29	Express Air	1.12	Ontario	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	04/10/2011
23104	04/09/2011	Medium	3	30.92	10.31	Express Air	2.83	Saskachewan	Small Business	Furniture	Office Furnishings	Small Pack	04/10/2011
11648	04/09/2011	Low	1	32.51	32.51	Regular Air	1.99	Alberta	Corporate	Technology	Computer Peripherals	Small Pack	4/16/2011
13730	05/09/2011	High	26	3617.64	139.14	Delivery Truck	43.75	Quebec	Corporate	Furniture	Tables	Jumbo Box	05/11/2011
34434	05/09/2011	Not Specified	23	116.56	5.07	Regular Air	0.49	British Columbia	Small Business	Office Supplies	Labels	Small Box	05/11/2011
8288	05/09/2011	Critical	22	1337.81	60.81	Regular Air	10.29	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	05/10/2011
34434	05/09/2011	Not Specified	16	32.35	2.02	Regular Air	4.79	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	05/10/2011
11074	06/09/2011	High	44	71,647,435	1628350.80	Regular Air	5.99	British Columbia	Corporate	Technology	Telephones and Communication	Small Box	06/10/2011
47462	06/09/2011	High	43	154.18	3.59	Regular Air	5.47	Northwest Territories	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	06/11/2011
47462	06/09/2011	High	41	137.51	3.35	Regular Air	1.35	Northwest Territories	Corporate	Office Supplies	Rubber Bands	Wrap Bag	06/11/2011
11074	06/09/2011	High	21	114.53	5.45	Regular Air	3.6	British Columbia	Corporate	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	06/11/2011
47462	06/09/2011	High	18	110.31	6.13	Regular Air	2.27	Northwest Territories	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	06/11/2011
31169	06/09/2011	Low	6	254.76	42.46	Regular Air	14.45	Northwest Territories	Home Office	Furniture	Office Furnishings	Large Box	6/13/2011
1440	08/09/2011	Low	41	726.22	17.71	Regular Air	8.99	Manitoba	Small Business	Furniture	Office Furnishings	Small Pack	08/11/2011
23558	08/09/2011	Low	17	579.71	34.10	Delivery Truck	45.51	Ontario	Home Office	Furniture	Tables	Jumbo Box	8/14/2011
24583	08/09/2011	Critical	17	42.29	2.49	Regular Air	6.05	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	08/12/2011
23558	08/09/2011	Low	4	25.82	6.46	Regular Air	4.72	Ontario	Home Office	Office Supplies	Paper	Small Box	08/11/2011
15972	08/09/2011	Not Specified	3	10.33	3.44	Regular Air	1.58	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	08/09/2011
15972	08/09/2011	Not Specified	2	14.39	7.20	Regular Air	3.37	Ontario	Small Business	Office Supplies	Rubber Bands	Wrap Bag	08/10/2011
56257	09/09/2011	Medium	49	266.3	5.43	Express Air	5.71	Quebec	Home Office	Furniture	Office Furnishings	Medium Box	09/10/2011
37414	09/09/2011	Low	39	20596.58	528.12	Delivery Truck	64.59	Quebec	Home Office	Furniture	Tables	Jumbo Box	09/11/2011
34151	09/09/2011	Not Specified	26	40,971,445	1575824.81	Regular Air	8.99	Yukon	Corporate	Technology	Telephones and Communication	Small Box	09/10/2011
40134	10/09/2011	Low	43	1461.1	33.98	Regular Air	1.99	British Columbia	Small Business	Technology	Computer Peripherals	Small Pack	10/13/2011
14116	10/09/2011	High	42	1414.05	33.67	Regular Air	14.72	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	10/10/2011
16422	10/09/2011	Critical	40	272.01	6.80	Regular Air	5.14	Saskachewan	Small Business	Office Supplies	Paper	Small Box	10/10/2011
22689	10/09/2011	Low	39	2405	61.67	Regular Air	0.99	Yukon	Home Office	Office Supplies	Appliances	Small Box	10/11/2011
35649	10/09/2011	Medium	25	174.03	6.96	Regular Air	5.74	British Columbia	Consumer	Office Supplies	Paper	Small Box	10/11/2011
41318	10/09/2011	Low	21	1223.11	58.24	Express Air	13.22	Ontario	Consumer	Office Supplies	Appliances	Small Box	10/18/2011
16422	10/09/2011	Critical	16	171.5	10.72	Regular Air	4.68	Saskachewan	Small Business	Office Supplies	Scissors, Rulers and Trimmers	Small Pack	10/11/2011
40134	10/09/2011	Low	10	109.37	10.94	Regular Air	4.5	British Columbia	Small Business	Office Supplies	Appliances	Small Box	10/16/2011
35649	10/09/2011	Medium	9	43.26	4.81	Regular Air	1.49	British Columbia	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	10/11/2011
39332	10/09/2011	Critical	4	198.72	49.68	Express Air	14.45	British Columbia	Consumer	Furniture	Office Furnishings	Large Box	10/10/2011
14116	10/09/2011	High	1	40.1	40.10	Regular Air	11.63	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	10/11/2011
40134	10/09/2011	Low	1	9.75	9.75	Regular Air	4.72	British Columbia	Small Business	Office Supplies	Paper	Small Box	10/14/2011
32198	11/09/2011	Medium	31	240.63	7.76	Regular Air	5.53	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	11/09/2011
3141	11/09/2011	Critical	30	534.96	17.83	Regular Air	3.17	Quebec	Home Office	Technology	Computer Peripherals	Small Pack	11/11/2011
10369	11/09/2011	Low	23	683.68	29.73	Regular Air	8.99	British Columbia	Home Office	Technology	Computer Peripherals	Small Pack	11/14/2011
10369	11/09/2011	Low	4	27.34	6.84	Regular Air	4.96	British Columbia	Home Office	Office Supplies	Paper	Small Box	11/11/2011
44452	12/09/2011	Not Specified	50	330.27	6.61	Regular Air	7.86	Saskachewan	Home Office	Office Supplies	Paper	Small Box	12/11/2011
12130	12/09/2011	Not Specified	42	12,745,155	303456.07	Regular Air	5.99	Ontario	Consumer	Technology	Telephones and Communication	Wrap Bag	12/12/2011
12130	12/09/2011	Not Specified	37	686.2	18.55	Regular Air	3.62	Ontario	Consumer	Furniture	Office Furnishings	Wrap Bag	12/12/2011
9093	12/09/2011	Medium	36	268.55	7.46	Regular Air	2.83	Yukon	Consumer	Technology	Computer Peripherals	Small Pack	12/09/2011
59200	12/09/2011	Medium	28	350.42	12.52	Regular Air	5.81	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Small Pack	12/11/2011
59200	12/09/2011	Medium	4	170.45	42.61	Regular Air	4.62	Ontario	Home Office	Office Supplies	Appliances	Small Box	12/09/2011
40420	01/10/2011	High	50	886,363	17727.26	Regular Air	0.99	British Columbia	Corporate	Technology	Telephones and Communication	Wrap Bag	01/12/2011
35266	01/10/2011	Not Specified	39	217.25	5.57	Regular Air	1.2	Northwest Territories	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	01/10/2011
42081	01/10/2011	Low	36	188.34	5.23	Regular Air	5.74	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	1/15/2011
20805	01/10/2011	High	35	418.34	11.95	Regular Air	5.16	Ontario	Home Office	Furniture	Office Furnishings	Small Box	01/12/2011
35266	01/10/2011	Not Specified	28	5993.74	214.06	Delivery Truck	69.64	Northwest Territories	Corporate	Furniture	Tables	Jumbo Box	01/12/2011
42081	01/10/2011	Low	26	1,493,858	57456.08	Regular Air	8.8	Ontario	Small Business	Technology	Telephones and Communication	Small Box	1/15/2011
